movie_urls,movie_title,release_year,genre,IMDb_rating,production_country,streaming_services,Runtime,age_rating,tv_urls,tv_title
,,2024,"Action & Adventure, Drama, Crime, Science-Fiction",6.1,United States,,41min,,https://www.justwatch.com/in/tv-show/echo,Echo
,,2021,Drama,9.2,India,"['Amazon Prime Video', 'Amazon miniTV']",44min,,https://www.justwatch.com/in/tv-show/aspirants,Aspirants
,,2013,"Drama, Crime",8.8,United Kingdom,['Netflix'],58min,A,https://www.justwatch.com/in/tv-show/peaky-blinders,Peaky Blinders
,,2020,"Crime, Drama, Mystery & Thriller",9.3,India,['Sony Liv'],52min,,https://www.justwatch.com/in/tv-show/scam-1992,Scam 1992
,,2013,"Science-Fiction, Drama, Mystery & Thriller",6.5,United States,['Amazon Prime Video'],43min,,https://www.justwatch.com/in/tv-show/under-the-dome,Under the Dome
,,2023,"Drama, Mystery & Thriller",8.0,India,['Netflix'],1h 2min,,https://www.justwatch.com/in/tv-show/kaala-paani,Kaala Paani
,,2019,"Mystery & Thriller, Crime",7.9,India,"['Amazon Prime Video', 'ManoramaMax']",32min,,https://www.justwatch.com/in/tv-show/menaka,Menaka
,,2023,Drama,7.3,India,['Amazon miniTV'],24min,,https://www.justwatch.com/in/tv-show/dehati-ladke,Dehati Ladke
,,2021,Reality TV,7.2,South Korea,['Netflix'],1h 12min,,https://www.justwatch.com/in/tv-show/singles-inferno,Single's Inferno
,,2019,Drama,8.3,United States,['Jio Cinema'],58min,A,https://www.justwatch.com/in/tv-show/euphoria,Euphoria
,,2010,"Drama, Romance, Action & Adventure",8.5,United States,['Lionsgate Play'],54min,,https://www.justwatch.com/in/tv-show/spartacus,Spartacus
,,2022,"Science-Fiction, Comedy, Crime, Fantasy, Kids & Family, Horror",8.1,United States,['Netflix'],49min,,https://www.justwatch.com/in/tv-show/wednesday,Wednesday
,,2018,"Drama, Comedy, Crime, Action & Adventure",8.0,United States,,43min,,https://www.justwatch.com/in/tv-show/the-rookie,The Rookie
,,2024,"Drama, Crime",5.6,Poland,['Netflix'],43min,,https://www.justwatch.com/in/tv-show/detective-forst,Detective Forst
,,2022,"Drama, Action & Adventure, Science-Fiction, Fantasy, Romance",8.5,United States,['Jio Cinema'],1h 2min,A,https://www.justwatch.com/in/tv-show/house-of-the-dragon,House of the Dragon
,,2024,"Mystery & Thriller, Drama, Crime",6.9,United States,['Hotstar'],46min,,https://www.justwatch.com/in/tv-show/death-and-other-details,Death and Other Details
,,2020,"Crime, Drama, Mystery & Thriller, Action & Adventure",7.9,India,['Hotstar'],45min,,https://www.justwatch.com/in/tv-show/aarya,Aarya
,,2019,"Science-Fiction, Action & Adventure, Comedy, Crime, Drama",8.7,United States,['Amazon Prime Video'],1h 1min,A,https://www.justwatch.com/in/tv-show/the-boys,The Boys
,,2024,"Comedy, Drama",7.5,India,['Hotstar'],37min,U,https://www.justwatch.com/in/tv-show/perilloor-premier-league,Perilloor Premier League
,,2007,"Action & Adventure, Science-Fiction, Comedy, Drama, Fantasy, Animation",8.7,Japan,"['Crunchyroll', 'Netflix', 'Crunchyroll']",23min,U,https://www.justwatch.com/in/tv-show/naruto-shippuden,Naruto Shippūden
,,2005,"Comedy, Drama, Romance",8.3,United States,['Hotstar'],24min,U,https://www.justwatch.com/in/tv-show/how-i-met-your-mother,How I Met Your Mother
,,2009,Drama,7.2,India,['Hotstar'],20min,,https://www.justwatch.com/in/tv-show/maharani,Maharani
,,2020,"Crime, Drama",,India,['Sony Liv'],34min,,https://www.justwatch.com/in/tv-show/undekhi,Undekhi
,,2020,"Mystery & Thriller, Drama",6.5,Mexico,['Netflix'],34min,,https://www.justwatch.com/in/tv-show/dark-desire,Dark Desire
,,2023,"Comedy, Drama, Mystery & Thriller",7.1,United States,['Lionsgate Play'],53min,,https://www.justwatch.com/in/tv-show/the-curse,The Curse
,,2018,"Comedy, Drama, Romance",8.3,India,['Sony Liv'],31min,A,https://www.justwatch.com/in/tv-show/college-romance,College Romance
,,2016,"Science-Fiction, Drama, Horror, Mystery & Thriller, Fantasy",8.7,United States,['Netflix'],1h 1min,,https://www.justwatch.com/in/tv-show/stranger-things,Stranger Things
,,2011,"Comedy, Drama",8.5,United States,['Netflix'],54min,U,https://www.justwatch.com/in/tv-show/shameless,Shameless
,,2022,"Drama, Mystery & Thriller, Comedy, Crime",8.1,"United States, United Kingdom","['Apple TV Plus', 'Apple TV Plus']",45min,A,https://www.justwatch.com/in/tv-show/slow-horses,Slow Horses
,,2023,"Action & Adventure, Drama, Science-Fiction, Comedy",7.8,United States,['Amazon Prime Video'],47min,,https://www.justwatch.com/in/tv-show/gen-v,Gen V
,,2004,Drama,8.7,United States,"['Jio Cinema', 'Amazon Prime Video']",44min,UA,https://www.justwatch.com/in/tv-show/house,House
,,2019,"Comedy, Drama",8.2,India,['Sony Liv'],31min,,https://www.justwatch.com/in/tv-show/cubicles,Cubicles
,,2019,"Drama, Comedy, Romance",8.3,United Kingdom,['Netflix'],54min,A,https://www.justwatch.com/in/tv-show/sex-education,Sex Education
,,2009,"Romance, Comedy, Drama",8.5,United States,['Hotstar'],21min,,https://www.justwatch.com/in/tv-show/modern-family,Modern Family
,,2016,"Drama, War & Military, Mystery & Thriller, Made in Europe",6.5,Spain,,47min,,https://www.justwatch.com/in/tv-show/the-embassy,The Embassy
,,2023,"Crime, Drama, Mystery & Thriller, Action & Adventure",7.6,India,['Hotstar'],52min,A,https://www.justwatch.com/in/tv-show/the-night-manager-2023,The Night Manager
,,2018,"Drama, Romance, Mystery & Thriller, Crime",7.7,United States,['Netflix'],48min,A,https://www.justwatch.com/in/tv-show/you,You
,,2023,"Drama, History, Mystery & Thriller, Animation, Action & Adventure",8.8,United States,['Netflix'],47min,A,https://www.justwatch.com/in/tv-show/blue-eye-samurai,Blue Eye Samurai
,,2007,"Comedy, Romance",8.2,United States,"['Netflix', 'Amazon Prime Video']",20min,U,https://www.justwatch.com/in/tv-show/the-big-bang-theory,The Big Bang Theory
,,2018,"Crime, Drama, Action & Adventure, Mystery & Thriller",8.3,India,"['Voot', 'Jio Cinema', 'Alt Balaji']",24min,,https://www.justwatch.com/in/tv-show/apharan,Apharan
,,2013,"Drama, Fantasy, Horror, Animation, Action & Adventure, Science-Fiction",9.0,Japan,,25min,UA,https://www.justwatch.com/in/tv-show/attack-on-titan,Attack on Titan
,,2023,"Drama, Mystery & Thriller, Crime",7.1,United States,['Hotstar'],1h 0min,,https://www.justwatch.com/in/tv-show/a-murder-at-the-end-of-the-world,A Murder at the End of the World
,,2010,"Drama, Science-Fiction, Action & Adventure, Horror, Mystery & Thriller",8.1,United States,['Netflix'],46min,A,https://www.justwatch.com/in/tv-show/the-walking-dead,The Walking Dead
,,2019,"Drama, Comedy, Romance",8.6,India,['Amazon Prime Video'],27min,,https://www.justwatch.com/in/tv-show/im-mature,ImMATURE
,,2019,"Drama, Action & Adventure, Science-Fiction, Fantasy",8.0,United States,['Netflix'],57min,A,https://www.justwatch.com/in/tv-show/the-witcher,The Witcher
,,2022,"Drama, Crime",8.0,United States,['Jio Cinema'],39min,,https://www.justwatch.com/in/tv-show/tulsa-king,Tulsa King
,,2023,"Drama, Comedy, Action & Adventure",6.8,United States,['Netflix'],51min,A,https://www.justwatch.com/in/tv-show/obliterated,Obliterated
,,2024,Comedy,8.1,United States,,41min,,https://www.justwatch.com/in/tv-show/ted,ted
,,2024,"Action & Adventure, Science-Fiction",,Japan,"['Crunchyroll', 'Netflix', 'Crunchyroll']",24min,,https://www.justwatch.com/in/tv-show/the-unwanted-undead-adventurer,The Unwanted Undead Adventurer
,,2023,"Drama, Comedy",8.0,United States,['Netflix'],35min,A,https://www.justwatch.com/in/tv-show/beef,Beef
,,2023,Drama,,South Korea,['Netflix'],1h 9min,,https://www.justwatch.com/in/tv-show/welcome-to-samdal-ri,Welcome to Samdal-ri
,,2011,"Drama, Comedy",8.4,United States,"['Netflix', 'Amazon Prime Video', 'Jio Cinema']",44min,,https://www.justwatch.com/in/tv-show/suits,Suits
